s_id,s_sex,s_year_birth,stimulus_id,stimulus_rus,stimulus_transl,target_rus,target_eng,resp_zilo,resp_zilo_latin,tense_expected,resp_tense,stem_type,tense_match,number_match,prog_type,count,agreement
6,f,2002,30,Наши сейчас выигрывают.,Our guys are winning now,выиграть,win,вашар,waʃar,PROG,PROG,oral,yes,,r,1,0
7,f,1956,3,Мальчики бежали два часа,The boys ran for two hours,бежать,run,вач1ч1он,watʃ'ːon,AOR,AOR,nasal,no,,,0,
7,f,1956,5,Девочки засмеялись над шуткой.,The girls laughed about the joke,смеяться,laugh,йелълъи,jeɬːi,AOR,AOR,oral,yes,,,0,
7,f,1956,9,Гнилые нитки порвались.,The rotten threads got torn,порваться,tear,танташол,tantaʃol,AOR,?,oral,,,,0,
7,f,1956,20,"Фокусник махнул рукой, и все телевизоры сломались. ",The magician waved his hand and all TVs got broken,сломаться,break,гъурун,ʁurun,AOR,AOR,nasal,yes,,,0,
7,f,1956,12,Мальчики будут надо мной смеяться,Boys will laugh at me,смеяться,laugh,велълъия,weɬːija,FUT,FUT,oral,yes,,,0,
7,f,1956,24,Эти телефоны через год сломаются,These phones will break in a year,сломаться,break,рокъинния,roq'innija,FUT,FUT,nasal,yes,,,0,
7,f,1956,27,На соревновании все побегут с этого места,All participants of the competition will start running from here,бежать,run,?,?,FUT,FUT,,,,,0,
7,f,1956,7,их дети сейчас летят в Москву,Their children are now flying to Moscow,лететь,fly,бурдир,burdir,PROG,?,oral,no,,,0,
7,f,1956,21,От его взгляда вилки сгибаются.,Forks bend under his gaze,гнуться,bend,кулума?,kuluma?,PROG,PROG,,,,,0,
7,f,1956,23,"Что бы мы ни делали, они над нами смеются.","Whatever we do, they laugh at us",смеяться,laugh,велълъир,weɬːir,PROG,PROG,oral,yes,,r,0,
7,f,1956,28,Телевизоры быстро ломаются один за другим.,Tv sets get broken one after another,сломаться,break,?,?,PROG,PROG,,,,,0,
7,f,1956,30,Наши сейчас выигрывают.,Our guys are winning now,выиграть,win,вашия,waʃija,PROG,FUT,oral,no,,,0,
7,f,1956,1,Родители полетели в Москву,The parents flew to Moscow,лететь,fly,бури,buri,AOR,AOR,oral,yes,,,1,0
7,f,1956,11,Фокусник махнул рукой и стулья исчезли.,The illusionist weaved his hand and the chairs disappeared,исчезнуть,disappear,бот1у,bot'u,AOR,AOR,oral,yes,,,1,0
7,f,1956,14,"Фокусник махнул рукой, и гвозди погнулись.",The magician waved his hand and the nails bent,гнуться,bend,т1еби,t'ebi,AOR,AOR,oral,yes,,,1,0
7,f,1956,16,Шахматные фигуры упали со стола. ,The chess figures fell down from the table,упасть,fall,букку,bukːu,AOR,AOR,oral,yes,,,1,0
7,f,1956,18,Наши ребята выиграли.,Our guys won,выиграть,win,вашша,waʃːa,AOR,AOR,oral,yes,,,1,0
7,f,1956,26,Мужчины помолились.,The men prayed,молиться,pray,кубойлиди,kubojlidi,AOR,AOR,oral,yes,,,1,0
7,f,1956,2,"Не качай стол, шахматы упадут.","Don't move the table, the chess figures will fall down ",упасть,fall,буккуя,bukːuja,FUT,FUT,oral,yes,,,1,0
7,f,1956,6,эти мальчики точно выиграют. ,These boys will surely win,выиграть,win,вашия,waʃija,FUT,FUT,oral,yes,,,1,0
7,f,1956,8,старики будут молиться.,,молиться,pray,куболидия,kubolidija,FUT,FUT,oral,yes,,,1,0
7,f,1956,10,Осенью школьники полетят в Москву.,In autumn the pupils will fly to Moscow,лететь,fly,бурия,burija,FUT,FUT,oral,yes,,,1,0
7,f,1956,19,Сейчас фокусник махнёт рукой и книги исчезнут.,The magician will wave his hand and the books will disappear,исчезнуть,disappear,рот1уя,rot'uja,FUT,FUT,oral,yes,,,1,0
7,f,1956,22,"Нитки, которые ты купил, скоро порвутся",The threads you bought will get torn soon,порваться,tear,танташия,tantaʃija,FUT,FUT,oral,yes,,,1,0
7,f,1956,29,Сейчас фокусник махнёт рукой и вилки погнутся,The magician will wave his hand and the forks will bend,гнуться,bend,т1ебия,t'ebija,FUT,FUT,oral,yes,,,1,0
7,f,1956,4,У меня сегодня весь день нитки рвутся,My threads get torn the whole day,порваться,tear,таннир,tannir,PROG,PROG,oral,yes,,r,1,0
7,f,1956,13,"Смотри, чашки исчезают!","Look, the teacups are disappearing",исчезнуть,disappear,бот1ур,bot'ur,PROG,PROG,oral,yes,,r,1,0
7,f,1956,15,Эти девочки очень быстро бегут.,These girls are running very fast,бежать,run,гьеллир,hellir,PROG,PROG,oral,yes,,r,1,0
7,f,1956,17,"Не мешай, эти женщины молятся!","Don't disturb them, these women are praying",молиться,pray,куболидир,kubolidir,PROG,PROG,oral,yes,,r,1,0
7,f,1956,25,"Гляди, шахматы падают. ","Look, the chess are falling",упасть,fall,буккур,bukːur,PROG,PROG,oral,yes,,r,1,0
8,f,1997,5,Девочки засмеялись над шуткой.,The girls laughed about the joke,смеяться,laugh,йелълъи,jeɬːi,AOR,AOR,oral,yes,,,0,
8,f,1997,20,"Фокусник махнул рукой, и все телевизоры сломались. ",The magician waved his hand and all TVs got broken,сломаться,break,гъурун,ʁurun,AOR,AOR,nasal,yes,,,0,
8,f,1997,12,Мальчики будут надо мной смеяться,Boys will laugh at me,смеяться,laugh,велълъия,weɬːija,FUT,FUT,oral,yes,,,0,
8,f,1997,24,Эти телефоны через год сломаются,These phones will break in a year,сломаться,break,рок1инния,rok'innija,FUT,FUT,nasal,yes,,,0,
8,f,1997,23,"Что бы мы ни делали, они над нами смеются.","Whatever we do, they laugh at us",смеяться,laugh,велълъи,weɬːi,PROG,AOR,oral,no,,,0,
8,f,1997,28,Телевизоры быстро ломаются один за другим.,Tv sets get broken one after another,сломаться,break,бокъимадо,boq'imado,PROG,PROG,nasal,yes,,mado,0,
8,f,1997,1,Родители полетели в Москву,The parents flew to Moscow,лететь,fly,бури,buri,AOR,AOR,oral,yes,,,1,0
8,f,1997,3,Мальчики бежали два часа,The boys ran for two hours,бежать,run,гьелли,helli,AOR,AOR,oral,yes,,,1,0
8,f,1997,9,Гнилые нитки порвались.,The rotten threads got torn,порваться,tear,танни,tanni,AOR,AOR,oral,yes,,,1,0
8,f,1997,11,Фокусник махнул рукой и стулья исчезли.,The illusionist weaved his hand and the chairs disappeared,исчезнуть,disappear,бот1у,bot'u,AOR,AOR,oral,yes,,,1,0
8,f,1997,14,"Фокусник махнул рукой, и гвозди погнулись.",The magician waved his hand and the nails bent,гнуться,bend,т1еби,t'ebi,AOR,AOR,oral,yes,,,1,0
8,f,1997,16,Шахматные фигуры упали со стола. ,The chess figures fell down from the table,упасть,fall,букку,bukːu,AOR,AOR,oral,yes,,,1,0
8,f,1997,18,Наши ребята выиграли.,Our guys won,выиграть,win,ваша,waʃa,AOR,AOR,oral,yes,,,1,0
8,f,1997,26,Мужчины помолились.,The men prayed,молиться,pray,куболийди,kubolijdi,AOR,AOR,oral,yes,,,1,0
8,f,1997,2,"Не качай стол, шахматы упадут.","Don't move the table, the chess figures will fall down ",упасть,fall,бук1уя,buk'uja,FUT,FUT,oral,yes,,,1,0
8,f,1997,6,эти мальчики точно выиграют. ,These boys will surely win,выиграть,win,вашия,waʃija,FUT,FUT,oral,yes,,,1,0
8,f,1997,8,старики будут молиться.,,молиться,pray,кубайлидия,kubajlidija,FUT,FUT,oral,yes,,,1,0
8,f,1997,10,Осенью школьники полетят в Москву.,In autumn the pupils will fly to Moscow,лететь,fly,бурия,burija,FUT,FUT,oral,yes,,,1,0
8,f,1997,19,Сейчас фокусник махнёт рукой и книги исчезнут.,The magician will wave his hand and the books will disappear,исчезнуть,disappear,рот1уя,rot'uja,FUT,FUT,oral,yes,,,1,0
8,f,1997,22,"Нитки, которые ты купил, скоро порвутся",The threads you bought will get torn soon,порваться,tear,танния,tannija,FUT,FUT,oral,yes,,,1,0
8,f,1997,27,На соревновании все побегут с этого места,All participants of the competition will start running from here,бежать,run,гьеллия,hellija,FUT,FUT,oral,yes,,,1,0
8,f,1997,29,Сейчас фокусник махнёт рукой и вилки погнутся,The magician will wave his hand and the forks will bend,гнуться,bend,т1ебия,t'ebija,FUT,FUT,oral,yes,,,1,0
8,f,1997,4,У меня сегодня весь день нитки рвутся,My threads get torn the whole day,порваться,tear,таннир,tannir,PROG,PROG,oral,yes,,r,1,0
8,f,1997,7,их дети сейчас летят в Москву,Their children are now flying to Moscow,лететь,fly,бурир,burir,PROG,PROG,oral,yes,,r,1,0
8,f,1997,13,"Смотри, чашки исчезают!","Look, the teacups are disappearing",исчезнуть,disappear,бот1урадо,bot'urado,PROG,PROG,oral,yes,,rado,1,0
8,f,1997,15,Эти девочки очень быстро бегут.,These girls are running very fast,бежать,run,гьеллир,hellir,PROG,PROG,oral,yes,,r,1,0
8,f,1997,17,"Не мешай, эти женщины молятся!","Don't disturb them, these women are praying",молиться,pray,кубойлидир,kubojlidir,PROG,PROG,oral,yes,,r,1,0
8,f,1997,21,От его взгляда вилки сгибаются.,Forks bend under his gaze,гнуться,bend,т1ебирадо,t'ebirado,PROG,PROG,oral,yes,,rado,1,0
8,f,1997,25,"Гляди, шахматы падают. ","Look, the chess are falling",упасть,fall,буккур,bukːur,PROG,PROG,oral,yes,,r,1,0
8,f,1997,30,Наши сейчас выигрывают.,Our guys are winning now,выиграть,win,вашар,waʃar,PROG,PROG,oral,yes,,r,1,0
9,f,1956,1,Родители полетели в Москву,The parents flew to Moscow,лететь,fly,бурий,burij,AOR,PF,oral,no,,,0,
9,f,1956,5,Девочки засмеялись над шуткой.,The girls laughed about the joke,смеяться,laugh,йелълъи,jeɬːi,AOR,AOR,oral,yes,,,0,
9,f,1956,16,Шахматные фигуры упали со стола. ,The chess figures fell down from the table,упасть,fall,буккуй,bukːuj,AOR,PF,oral,no,,,0,
9,f,1956,20,"Фокусник махнул рукой, и все телевизоры сломались. ",The magician waved his hand and all TVs got broken,сломаться,break,гъурун,ʁurun,AOR,AOR,nasal,yes,,,0,
9,f,1956,12,Мальчики будут надо мной смеяться,Boys will laugh at me,смеяться,laugh,велълъия,weɬːija,FUT,FUT,oral,yes,,,0,
9,f,1956,24,Эти телефоны через год сломаются,These phones will break in a year,сломаться,break,рокъимадул,roq'imadul,FUT,FUT,nasal,yes,,,0,
9,f,1956,29,Сейчас фокусник махнёт рукой и вилки погнутся,The magician will wave his hand and the forks will bend,гнуться,bend,бокъимадол,boq'imadol,FUT,PROG,nasal,no,,,0,
9,f,1956,7,их дети сейчас летят в Москву,Their children are now flying to Moscow,лететь,fly,бурия,burija,PROG,FUT,oral,no,,,0,
9,f,1956,23,"Что бы мы ни делали, они над нами смеются.","Whatever we do, they laugh at us",смеяться,laugh,велълъол,weɬːol,PROG,лълъо,oral,no,,,0,
9,f,1956,28,Телевизоры быстро ломаются один за другим.,Tv sets get broken one after another,сломаться,break,бохумадо,boχumado,PROG,PROG,nasal,yes,,mado,0,
9,f,1956,30,Наши сейчас выигрывают.,Our guys are winning now,выиграть,win,вашиял,waʃijal,PROG,FUT,oral,no,,,0,
9,f,1956,3,Мальчики бежали два часа,The boys ran for two hours,бежать,run,гьелли,helli,AOR,AOR,oral,yes,,,1,0
9,f,1956,9,Гнилые нитки порвались.,The rotten threads got torn,порваться,tear,танни,tanni,AOR,AOR,oral,yes,,,1,0
9,f,1956,11,Фокусник махнул рукой и стулья исчезли.,The illusionist weaved his hand and the chairs disappeared,исчезнуть,disappear,бот1у,bot'u,AOR,AOR,oral,yes,,,1,0
9,f,1956,14,"Фокусник махнул рукой, и гвозди погнулись.",The magician waved his hand and the nails bent,гнуться,bend,ч1аболъи,tʃ'aboɬi,AOR,AOR,oral,yes,,,1,0
9,f,1956,18,Наши ребята выиграли.,Our guys won,выиграть,win,ваша,waʃa,AOR,AOR,oral,yes,,,1,0
9,f,1956,26,Мужчины помолились.,The men prayed,молиться,pray,куболийди,kubolijdi,AOR,AOR,oral,yes,,,1,0
9,f,1956,2,"Не качай стол, шахматы упадут.","Don't move the table, the chess figures will fall down ",упасть,fall,буккуя,bukːuja,FUT,FUT,oral,yes,,,1,0
9,f,1956,6,эти мальчики точно выиграют. ,These boys will surely win,выиграть,win,вашия,waʃija,FUT,FUT,oral,yes,,,1,0
9,f,1956,8,старики будут молиться.,,молиться,pray,куболийдия,kubolijdija,FUT,FUT,oral,yes,,,1,0
9,f,1956,10,Осенью школьники полетят в Москву.,In autumn the pupils will fly to Moscow,лететь,fly,бурия,burija,FUT,FUT,oral,yes,,,1,0
9,f,1956,19,Сейчас фокусник махнёт рукой и книги исчезнут.,The magician will wave his hand and the books will disappear,исчезнуть,disappear,рот1уя,rot'uja,FUT,FUT,oral,yes,,,1,0
9,f,1956,22,"Нитки, которые ты купил, скоро порвутся",The threads you bought will get torn soon,порваться,tear,танния,tannija,FUT,FUT,oral,yes,,,1,0
9,f,1956,27,На соревновании все побегут с этого места,All participants of the competition will start running from here,бежать,run,гьеллия,hellija,FUT,FUT,oral,yes,,,1,0
9,f,1956,4,У меня сегодня весь день нитки рвутся,My threads get torn the whole day,порваться,tear,таннир,tannir,PROG,PROG,oral,yes,,r,1,0
9,f,1956,13,"Смотри, чашки исчезают!","Look, the teacups are disappearing",исчезнуть,disappear,рот1ур,rot'ur,PROG,PROG,oral,yes,,r,1,0
9,f,1956,15,Эти девочки очень быстро бегут.,These girls are running very fast,бежать,run,гьеллирил,helliril,PROG,PROG,oral,yes,,r,1,1
9,f,1956,17,"Не мешай, эти женщины молятся!","Don't disturb them, these women are praying",молиться,pray,куболийдирил,kubolijdiril,PROG,PROG,oral,yes,,r,1,1
9,f,1956,21,От его взгляда вилки сгибаются.,Forks bend under his gaze,гнуться,bend,ч1илоллъир,tʃ'ilolɬir,PROG,PROG,oral,yes,,r,1,0
9,f,1956,25,"Гляди, шахматы падают. ","Look, the chess are falling",упасть,fall,бук1урил,buk'uril,PROG,PROG,oral,yes,,r,1,1
10,m,1991,3,Мальчики бежали два часа,The boys ran for two hours,бежать,run,гьеллир,hellir,AOR,PROG,oral,no,,,0,
10,m,1991,5,Девочки засмеялись над шуткой.,The girls laughed about the joke,смеяться,laugh,йелълъи,jeɬːi,AOR,AOR,oral,yes,,,0,
10,m,1991,20,"Фокусник махнул рукой, и все телевизоры сломались. ",The magician waved his hand and all TVs got broken,сломаться,break,боч1о,botʃ'o,AOR,AOR,oral,yes,,,0,
10,m,1991,12,Мальчики будут надо мной смеяться,Boys will laugh at me,смеяться,laugh,велълъия,weɬːija,FUT,FUT,oral,yes,,,0,
10,m,1991,24,Эти телефоны через год сломаются,These phones will break in a year,сломаться,break,роч1ия,rotʃ'ija,FUT,FUT,oral,yes,,,0,
10,m,1991,23,"Что бы мы ни делали, они над нами смеются.","Whatever we do, they laugh at us",смеяться,laugh,велълъо,weɬːo,PROG,лълъо,oral,no,,,0,
10,m,1991,28,Телевизоры быстро ломаются один за другим.,Tv sets get broken one after another,сломаться,break,боч1ор,botʃ'or,PROG,PROG,oral,yes,,r,0,
10,m,1991,1,Родители полетели в Москву,The parents flew to Moscow,лететь,fly,бури,buri,AOR,AOR,oral,yes,,,1,0
10,m,1991,9,Гнилые нитки порвались.,The rotten threads got torn,порваться,tear,танни,tanni,AOR,AOR,oral,yes,,,1,0
10,m,1991,11,Фокусник махнул рукой и стулья исчезли.,The illusionist weaved his hand and the chairs disappeared,исчезнуть,disappear,бот1у,bot'u,AOR,AOR,oral,yes,,,1,0
10,m,1991,14,"Фокусник махнул рукой, и гвозди погнулись.",The magician waved his hand and the nails bent,гнуться,bend,ч1илолти,tʃ'ilolti,AOR,AOR,oral,yes,,,1,0
10,m,1991,16,Шахматные фигуры упали со стола. ,The chess figures fell down from the table,упасть,fall,букку,bukːu,AOR,AOR,oral,yes,,,1,0
10,m,1991,18,Наши ребята выиграли.,Our guys won,выиграть,win,ваша,waʃa,AOR,AOR,oral,yes,,,1,0
10,m,1991,26,Мужчины помолились.,The men prayed,молиться,pray,куболийди,kubolijdi,AOR,AOR,oral,yes,,,1,0
10,m,1991,2,"Не качай стол, шахматы упадут.","Don't move the table, the chess figures will fall down ",упасть,fall,буккуя,bukːuja,FUT,FUT,oral,yes,,,1,0
10,m,1991,6,эти мальчики точно выиграют. ,These boys will surely win,выиграть,win,вашия,waʃija,FUT,FUT,oral,yes,,,1,0
10,m,1991,8,старики будут молиться.,,молиться,pray,куболийдия,kubolijdija,FUT,FUT,oral,yes,,,1,0
10,m,1991,10,Осенью школьники полетят в Москву.,In autumn the pupils will fly to Moscow,лететь,fly,бурия,burija,FUT,FUT,oral,yes,,,1,0
10,m,1991,19,Сейчас фокусник махнёт рукой и книги исчезнут.,The magician will wave his hand and the books will disappear,исчезнуть,disappear,рот1уя,rot'uja,FUT,FUT,oral,yes,,,1,0
10,m,1991,22,"Нитки, которые ты купил, скоро порвутся",The threads you bought will get torn soon,порваться,tear,танния,tannija,FUT,FUT,oral,yes,,,1,0
10,m,1991,27,На соревновании все побегут с этого места,All participants of the competition will start running from here,бежать,run,гьеллия,hellija,FUT,FUT,oral,yes,,,1,0
10,m,1991,29,Сейчас фокусник махнёт рукой и вилки погнутся,The magician will wave his hand and the forks will bend,гнуться,bend,ч1илоллъия,tʃ'ilolɬija,FUT,FUT,oral,yes,,,1,0
10,m,1991,4,У меня сегодня весь день нитки рвутся,My threads get torn the whole day,порваться,tear,таннир,tannir,PROG,PROG,oral,yes,,r,1,0
10,m,1991,7,их дети сейчас летят в Москву,Their children are now flying to Moscow,лететь,fly,бурир,burir,PROG,PROG,oral,yes,,r,1,0
10,m,1991,13,"Смотри, чашки исчезают!","Look, the teacups are disappearing",исчезнуть,disappear,бот1урадо,bot'urado,PROG,PROG,oral,yes,,rado,1,0
10,m,1991,15,Эти девочки очень быстро бегут.,These girls are running very fast,бежать,run,гьеллирадо,hellirado,PROG,PROG,oral,yes,,rado,1,0
10,m,1991,17,"Не мешай, эти женщины молятся!","Don't disturb them, these women are praying",молиться,pray,куболийдир,kubolijdir,PROG,PROG,oral,yes,,r,1,0
10,m,1991,21,От его взгляда вилки сгибаются.,Forks bend under his gaze,гнуться,bend,ч1илоллъир,tʃ'ilolɬir,PROG,PROG,oral,yes,,r,1,0
10,m,1991,25,"Гляди, шахматы падают. ","Look, the chess are falling",упасть,fall,буккур,bukːur,PROG,PROG,oral,yes,,r,1,0
10,m,1991,30,Наши сейчас выигрывают.,Our guys are winning now,выиграть,win,вашар,waʃar,PROG,PROG,oral,yes,,r,1,0
11,m,2000,5,Девочки засмеялись над шуткой.,The girls laughed about the joke,смеяться,laugh,йелълъи,jeɬːi,AOR,AOR,oral,yes,,,0,
11,m,2000,20,"Фокусник махнул рукой, и все телевизоры сломались. ",The magician waved his hand and all TVs got broken,сломаться,break,бот1у,bot'u,AOR,AOR,oral,yes,,,0,
11,m,2000,12,Мальчики будут надо мной смеяться,Boys will laugh at me,смеяться,laugh,велълъия,weɬːija,FUT,FUT,oral,yes,,,0,
11,m,2000,24,Эти телефоны через год сломаются,These phones will break in a year,сломаться,break,роч1ия,rotʃ'ija,FUT,FUT,oral,yes,,,0,
11,m,2000,23,"Что бы мы ни делали, они над нами смеются.","Whatever we do, they laugh at us",смеяться,laugh,велълъо,weɬːo,PROG,лълъо,oral,no,,,0,
11,m,2000,28,Телевизоры быстро ломаются один за другим.,Tv sets get broken one after another,сломаться,break,боч1ор,botʃ'or,PROG,PROG,oral,yes,,r,0,
11,m,2000,1,Родители полетели в Москву,The parents flew to Moscow,лететь,fly,бури,buri,AOR,AOR,oral,yes,,,1,0
11,m,2000,3,Мальчики бежали два часа,The boys ran for two hours,бежать,run,гьелли,helli,AOR,AOR,oral,yes,,,1,0
11,m,2000,9,Гнилые нитки порвались.,The rotten threads got torn,порваться,tear,танни,tanni,AOR,AOR,oral,yes,,,1,0
11,m,2000,11,Фокусник махнул рукой и стулья исчезли.,The illusionist weaved his hand and the chairs disappeared,исчезнуть,disappear,бот1у,bot'u,AOR,AOR,oral,yes,,,1,0
11,m,2000,14,"Фокусник махнул рукой, и гвозди погнулись.",The magician waved his hand and the nails bent,гнуться,bend,т1еби,t'ebi,AOR,AOR,oral,yes,,,1,0
11,m,2000,16,Шахматные фигуры упали со стола. ,The chess figures fell down from the table,упасть,fall,букку,bukːu,AOR,AOR,oral,yes,,,1,0
11,m,2000,18,Наши ребята выиграли.,Our guys won,выиграть,win,ваша,waʃa,AOR,AOR,oral,yes,,,1,0
11,m,2000,26,Мужчины помолились.,The men prayed,молиться,pray,куболийди,kubolijdi,AOR,AOR,oral,yes,,,1,0
11,m,2000,2,"Не качай стол, шахматы упадут.","Don't move the table, the chess figures will fall down ",упасть,fall,буккуя,bukːuja,FUT,FUT,oral,yes,,,1,0
11,m,2000,6,эти мальчики точно выиграют. ,These boys will surely win,выиграть,win,вашия,waʃija,FUT,FUT,oral,yes,,,1,0
11,m,2000,8,старики будут молиться.,,молиться,pray,куболийдия,kubolijdija,FUT,FUT,oral,yes,,,1,0
11,m,2000,10,Осенью школьники полетят в Москву.,In autumn the pupils will fly to Moscow,лететь,fly,бурия,burija,FUT,FUT,oral,yes,,,1,0
11,m,2000,19,Сейчас фокусник махнёт рукой и книги исчезнут.,The magician will wave his hand and the books will disappear,исчезнуть,disappear,рот1уя,rot'uja,FUT,FUT,oral,yes,,,1,0
11,m,2000,22,"Нитки, которые ты купил, скоро порвутся",The threads you bought will get torn soon,порваться,tear,танния,tannija,FUT,FUT,oral,yes,,,1,0
11,m,2000,27,На соревновании все побегут с этого места,All participants of the competition will start running from here,бежать,run,гьеллия,hellija,FUT,FUT,oral,yes,,,1,0
11,m,2000,29,Сейчас фокусник махнёт рукой и вилки погнутся,The magician will wave his hand and the forks will bend,гнуться,bend,т1ебия,t'ebija,FUT,FUT,oral,yes,,,1,0
11,m,2000,4,У меня сегодня весь день нитки рвутся,My threads get torn the whole day,порваться,tear,таннирадо,tannirado,PROG,PROG,oral,yes,,rado,1,0
11,m,2000,7,их дети сейчас летят в Москву,Their children are now flying to Moscow,лететь,fly,бурир,burir,PROG,PROG,oral,yes,,r,1,0
11,m,2000,13,"Смотри, чашки исчезают!","Look, the teacups are disappearing",исчезнуть,disappear,бот1ур,bot'ur,PROG,PROG,oral,yes,,r,1,0
11,m,2000,15,Эти девочки очень быстро бегут.,These girls are running very fast,бежать,run,гьеллир,hellir,PROG,PROG,oral,yes,,r,1,0
11,m,2000,17,"Не мешай, эти женщины молятся!","Don't disturb them, these women are praying",молиться,pray,куболийдир,kubolijdir,PROG,PROG,oral,yes,,r,1,0
11,m,2000,21,От его взгляда вилки сгибаются.,Forks bend under his gaze,гнуться,bend,т1ебирадо,t'ebirado,PROG,PROG,oral,yes,,rado,1,0
11,m,2000,25,"Гляди, шахматы падают. ","Look, the chess are falling",упасть,fall,буккур,bukːur,PROG,PROG,oral,yes,,r,1,0
11,m,2000,30,Наши сейчас выигрывают.,Our guys are winning now,выиграть,win,вашарадо,waʃarado,PROG,PROG,oral,yes,,rado,1,0
12,f,1968,5,Девочки засмеялись над шуткой.,The girls laughed about the joke,смеяться,laugh,йелълъи,jeɬːi,AOR,AOR,oral,yes,,,0,
12,f,1968,9,Гнилые нитки порвались.,The rotten threads got torn,порваться,tear,танташур,tantaʃur,AOR,PROG,oral,no,,,0,
12,f,1968,14,"Фокусник махнул рукой, и гвозди погнулись.",The magician waved his hand and the nails bent,гнуться,bend,гьанк1оду,hank'odu,AOR,AOR,,,,,0,
12,f,1968,20,"Фокусник махнул рукой, и все телевизоры сломались. ",The magician waved his hand and all TVs got broken,сломаться,break,бокъон,boq'on,AOR,AOR,nasal,yes,,,0,
12,f,1968,10,Осенью школьники полетят в Москву.,In autumn the pupils will fly to Moscow,лететь,fly,бурий воинния,burij woinnija,FUT,?,oral,no,,,0,
12,f,1968,12,Мальчики будут надо мной смеяться,Boys will laugh at me,смеяться,laugh,велълъий,weɬːij,FUT,PF,oral,no,,,0,
12,f,1968,19,Сейчас фокусник махнёт рукой и книги исчезнут.,The magician will wave his hand and the books will disappear,исчезнуть,disappear,,,FUT,,,,,,0,
12,f,1968,24,Эти телефоны через год сломаются,These phones will break in a year,сломаться,break,рокъинниял,roq'innijal,FUT,FUT,nasal,yes,,,0,
12,f,1968,27,На соревновании все побегут с этого места,All participants of the competition will start running from here,бежать,run,гьеллия,hellija,FUT,?,oral,,,,0,
12,f,1968,29,Сейчас фокусник махнёт рукой и вилки погнутся,The magician will wave his hand and the forks will bend,гнуться,bend,т1еболъий,t'eboɬij,FUT,PF,oral,no,,,0,
12,f,1968,7,их дети сейчас летят в Москву,Their children are now flying to Moscow,лететь,fly,бури воъинне,buri woʔinne,PROG,CVB HAB,oral,no,,,0,
12,f,1968,13,"Смотри, чашки исчезают!","Look, the teacups are disappearing",исчезнуть,disappear,бот1ур,bot'ur,PROG,?,oral,no,,,0,
12,f,1968,17,"Не мешай, эти женщины молятся!","Don't disturb them, these women are praying",молиться,pray,кубайдир джидир,kubajdir dʒidir,PROG,PROG PROG,oral,no,,,0,
12,f,1968,21,От его взгляда вилки сгибаются.,Forks bend under his gaze,гнуться,bend,т1ебий,t'ebij,PROG,?,oral,no,,,0,
12,f,1968,23,"Что бы мы ни делали, они над нами смеются.","Whatever we do, they laugh at us",смеяться,laugh,велълъол,weɬːol,PROG,лълъо,oral,no,,,0,
12,f,1968,28,Телевизоры быстро ломаются один за другим.,Tv sets get broken one after another,сломаться,break,бокъимадол,boq'imadol,PROG,PROG,nasal,yes,,mado,0,
12,f,1968,1,Родители полетели в Москву,The parents flew to Moscow,лететь,fly,бури,buri,AOR,AOR,oral,yes,,,1,0
12,f,1968,3,Мальчики бежали два часа,The boys ran for two hours,бежать,run,гьелли,helli,AOR,AOR,oral,yes,,,1,0
12,f,1968,11,Фокусник махнул рукой и стулья исчезли.,The illusionist weaved his hand and the chairs disappeared,исчезнуть,disappear,бот1у,bot'u,AOR,AOR,oral,yes,,,1,0
12,f,1968,16,Шахматные фигуры упали со стола. ,The chess figures fell down from the table,упасть,fall,букку,bukːu,AOR,AOR,oral,yes,,,1,0
12,f,1968,18,Наши ребята выиграли.,Our guys won,выиграть,win,ваша,waʃa,AOR,AOR,oral,yes,,,1,0
12,f,1968,26,Мужчины помолились.,The men prayed,молиться,pray,куболийди,kubolijdi,AOR,AOR,oral,yes,,,1,0
12,f,1968,2,"Не качай стол, шахматы упадут.","Don't move the table, the chess figures will fall down ",упасть,fall,буккуя,bukːuja,FUT,FUT,oral,yes,,,1,0
12,f,1968,6,эти мальчики точно выиграют. ,These boys will surely win,выиграть,win,вашия,waʃija,FUT,FUT,oral,yes,,,1,0
12,f,1968,8,старики будут молиться.,,молиться,pray,куболийдия,kubolijdija,FUT,FUT,oral,yes,,,1,0
12,f,1968,22,"Нитки, которые ты купил, скоро порвутся",The threads you bought will get torn soon,порваться,tear,танниял,tannijal,FUT,FUT,oral,yes,,,1,1
12,f,1968,4,У меня сегодня весь день нитки рвутся,My threads get torn the whole day,порваться,tear,таннир,tannir,PROG,PROG,oral,yes,,r,1,0
12,f,1968,15,Эти девочки очень быстро бегут.,These girls are running very fast,бежать,run,гьеллир,hellir,PROG,PROG,oral,yes,,r,1,0
12,f,1968,25,"Гляди, шахматы падают. ","Look, the chess are falling",упасть,fall,буккурадо,bukːurado,PROG,PROG,oral,yes,,rado,1,0
12,f,1968,30,Наши сейчас выигрывают.,Our guys are winning now,выиграть,win,вашарадо,waʃarado,PROG,PROG,oral,yes,,rado,1,0
13,f,1996,5,Девочки засмеялись над шуткой.,The girls laughed about the joke,смеяться,laugh,йелълъи,jeɬːi,AOR,AOR,oral,yes,,,0,
13,f,1996,9,Гнилые нитки порвались.,The rotten threads got torn,порваться,tear,танний,tannij,AOR,PF,oral,no,,,0,
